,Date,close,pct_chng,vol
0,2016-03-10,11.75,0.049100000000000005,0.0
1,2016-03-11,11.95,0.017,180.0
2,2016-03-12,12.92,0.0812,830.0
3,2016-03-13,15.07,0.1664,1300.0
4,2016-03-14,12.5,-0.1705,92180.0
5,2016-03-15,13.06,0.044800000000000006,39730.0
6,2016-03-16,12.88,-0.0138,19240.0
7,2016-03-17,10.74,-0.1661,89450.0
8,2016-03-18,10.74,0.0,157370.0
9,2016-03-19,10.31,-0.04,67550.0
10,2016-03-20,10.18,-0.0126,33180.0
11,2016-03-21,11.95,0.1739,38860.0
12,2016-03-22,11.37,-0.048499999999999995,26290.0
13,2016-03-23,12.43,0.0932,27020.0
14,2016-03-24,11.2,-0.099,50800.0
15,2016-03-25,10.67,-0.0473,87420.0
16,2016-03-26,11.0,0.030899999999999997,16120.000000000002
17,2016-03-27,10.4,-0.0545,55810.0
18,2016-03-28,11.62,0.1173,77310.0
19,2016-03-29,11.79,0.0146,47570.0
20,2016-03-30,11.85,0.0051,36960.0
21,2016-03-31,11.41,-0.0371,32670.0
22,2016-04-01,11.62,0.0184,22200.0
23,2016-04-02,11.61,-0.0009,12170.0
24,2016-04-03,11.75,0.0121,18850.0
25,2016-04-04,11.15,-0.051100000000000007,38740.0
26,2016-04-05,10.4,-0.0673,53390.0
27,2016-04-06,10.76,0.0346,40040.0
28,2016-04-07,10.12,-0.059500000000000004,50740.0
29,2016-04-08,9.71,-0.0405,25970.0
30,2016-04-09,9.15,-0.057699999999999994,64959.99999999999
31,2016-04-10,8.76,-0.0426,171990.0
32,2016-04-11,8.68,-0.0091,60280.0
33,2016-04-12,7.53,-0.1325,63820.0
34,2016-04-13,8.09,0.07440000000000001,142210.0
35,2016-04-14,8.46,0.045700000000000005,36150.0
36,2016-04-15,8.32,-0.0165,30480.0
37,2016-04-16,8.54,0.0264,29260.0
38,2016-04-17,9.46,0.10769999999999999,96050.0
39,2016-04-18,8.97,-0.0518,37880.0
40,2016-04-19,8.71,-0.028999999999999998,35260.0
41,2016-04-20,8.61,-0.0115,167710.0
42,2016-04-21,8.11,-0.0581,45520.0
43,2016-04-22,7.97,-0.0173,97370.0
44,2016-04-23,8.46,0.061500000000000006,89570.0
45,2016-04-24,8.1,-0.0426,52060.0
46,2016-04-25,7.54,-0.0691,207060.0
47,2016-04-26,7.5,-0.0053,129270.00000000001
48,2016-04-27,7.8,0.04,90460.0
49,2016-04-28,7.33,-0.0603,69400.0
50,2016-04-29,7.52,0.0259,51160.0
51,2016-04-30,8.87,0.1795,267970.0
52,2016-05-01,8.75,-0.013500000000000002,71990.0
53,2016-05-02,10.0,0.1429,295380.0
54,2016-05-03,9.34,-0.066,128320.0
55,2016-05-04,9.46,0.0128,74700.0
56,2016-05-05,9.79,0.0349,62440.0
57,2016-05-06,9.35,-0.0449,92420.0
58,2016-05-07,9.35,0.0,31390.0
59,2016-05-08,9.5,0.016,80090.0
60,2016-05-09,9.32,-0.0189,77290.0
61,2016-05-10,9.38,0.0064,18320.0
62,2016-05-11,9.89,0.054400000000000004,110310.0
63,2016-05-12,10.04,0.0152,142190.0
64,2016-05-13,10.6,0.0558,194280.0
65,2016-05-14,10.16,-0.0415,121860.0
66,2016-05-15,9.97,-0.0187,42730.0
67,2016-05-16,11.09,0.11230000000000001,257209.99999999997
68,2016-05-17,12.08,0.08929999999999999,540970.0
69,2016-05-18,13.35,0.1051,420070.0
70,2016-05-19,14.58,0.09210000000000002,393140.0
71,2016-05-20,13.79,-0.0542,338690.0
72,2016-05-21,14.0,0.0152,209030.0
73,2016-05-22,14.21,0.015,118190.0
74,2016-05-23,13.42,-0.0556,170090.0
75,2016-05-24,12.73,-0.051399999999999994,437470.0
76,2016-05-25,12.49,-0.0189,247580.0
77,2016-05-26,12.48,-0.0008,215640.0
78,2016-05-27,11.12,-0.109,645840.0
79,2016-05-28,11.98,0.07730000000000001,587070.0
80,2016-05-29,12.41,0.0359,455110.0
81,2016-05-30,12.72,0.025,122980.0
82,2016-05-31,14.01,0.1014,517980.0
83,2016-06-01,13.85,-0.011399999999999999,289630.0
84,2016-06-02,13.8,-0.0036,155530.0
85,2016-06-03,13.84,0.0029,200810.0
86,2016-06-04,13.81,-0.0022,139120.0
87,2016-06-05,13.95,0.0101,54660.0
88,2016-06-06,14.03,0.005699999999999999,105550.0
89,2016-06-07,14.5,0.0335,199890.0
90,2016-06-08,14.49,-0.0007000000000000001,257010.0
91,2016-06-09,14.45,-0.0028000000000000004,64980.00000000001
92,2016-06-10,13.97,-0.0332,220150.0
93,2016-06-11,14.15,0.0129,109420.0
94,2016-06-12,15.8,0.1166,550470.0
95,2016-06-13,17.73,0.1222,896990.0
96,2016-06-14,18.73,0.0564,1170000.0
97,2016-06-15,18.45,-0.0149,365420.0
98,2016-06-16,20.7,0.122,1020000.0
99,2016-06-17,15.61,-0.2459,4720000.0
100,2016-06-18,11.41,-0.2691,3040000.0
101,2016-06-19,12.43,0.0894,1140000.0
102,2016-06-20,11.9,-0.0426,1110000.0
103,2016-06-21,12.94,0.0874,644710.0
104,2016-06-22,13.25,0.024,1830000.0
105,2016-06-23,13.75,0.0377,521610.0
106,2016-06-24,14.29,0.0393,551440.0
107,2016-06-25,14.31,0.0014000000000000002,262840.0
108,2016-06-26,13.75,-0.0391,213870.0
109,2016-06-27,13.96,0.015300000000000001,135030.0
110,2016-06-28,12.22,-0.1246,896160.0
111,2016-06-29,12.77,0.045,427250.0
112,2016-06-30,12.5,-0.021099999999999997,213190.0
113,2016-07-01,12.35,-0.012,302720.0
114,2016-07-02,12.14,-0.017,86170.0
115,2016-07-03,11.78,-0.0297,196780.0
116,2016-07-04,11.42,-0.030600000000000002,147790.0
117,2016-07-05,10.53,-0.0779,1120000.0
118,2016-07-06,10.55,0.0019,327600.0
119,2016-07-07,10.14,-0.038900000000000004,291460.0
120,2016-07-08,11.31,0.11539999999999999,533970.0
121,2016-07-09,10.9,-0.0363,431160.0
122,2016-07-10,10.95,0.0046,75850.0
123,2016-07-11,10.51,-0.04019999999999999,287840.0
124,2016-07-12,10.55,0.0038,143680.0
125,2016-07-13,10.47,-0.0076,62850.0
126,2016-07-14,11.6,0.1079,419070.0
127,2016-07-15,11.93,0.028399999999999998,600620.0
128,2016-07-16,11.72,-0.0176,127930.0
129,2016-07-17,11.24,-0.040999999999999995,575470.0
130,2016-07-18,11.04,-0.0178,252340.0
131,2016-07-19,11.75,0.0643,678520.0
132,2016-07-20,12.48,0.0621,1650000.0
133,2016-07-21,12.55,0.005600000000000001,534750.0
134,2016-07-22,14.67,0.1689,1570000.0
135,2016-07-23,14.25,-0.0286,638420.0
136,2016-07-24,12.65,-0.11230000000000001,1650000.0
137,2016-07-25,13.8,0.0909,742810.0
138,2016-07-26,12.01,-0.1297,1360000.0
139,2016-07-27,13.03,0.0849,377970.0
140,2016-07-28,12.87,-0.0123,300440.0
141,2016-07-29,12.9,0.0023,183460.0
142,2016-07-30,12.52,-0.029500000000000002,171500.0
143,2016-07-31,11.86,-0.0527,419360.0
144,2016-08-01,11.08,-0.0658,318870.0
145,2016-08-02,10.16,-0.083,882660.0
146,2016-08-03,10.16,0.0,0.0
147,2016-08-04,10.16,0.0,0.0
148,2016-08-05,10.16,0.0,0.0
149,2016-08-06,10.16,0.0,0.0
150,2016-08-07,10.16,0.0,0.0
151,2016-08-08,10.16,0.0,0.0
152,2016-08-09,10.16,0.0,0.0
153,2016-08-10,12.07,0.188,383910.0
154,2016-08-11,11.64,-0.0356,339860.0
155,2016-08-12,11.67,0.0026,254560.0
156,2016-08-13,11.48,-0.0163,138260.0
157,2016-08-14,11.16,-0.0279,188630.0
158,2016-08-15,11.09,-0.0063,140550.0
159,2016-08-16,11.07,-0.0018,65950.0
160,2016-08-17,10.72,-0.0316,456390.0
161,2016-08-18,10.69,-0.0028000000000000004,162110.0
162,2016-08-19,10.68,-0.0009,139950.0
163,2016-08-20,11.26,0.054299999999999994,190530.0
164,2016-08-21,11.13,-0.0115,49470.0
