,Date,close,pct_chng,vol
0,2016-03-10,0.000241,0.0,353758.0
1,2016-03-11,0.000241,0.0,313735.0
2,2016-03-12,0.000237,-0.016597510373444035,226598.0
3,2016-03-13,0.000245,0.03375527426160341,184872.0
4,2016-03-14,0.000238,-0.02857142857142847,210586.0
5,2016-03-15,0.000231,-0.02941176470588236,162928.0
6,2016-03-16,0.000231,0.0,200814.0
7,2016-03-17,0.000223,-0.03463203463203468,174946.0
8,2016-03-18,0.000209,-0.06278026905829592,232018.0
9,2016-03-19,0.00022,0.05263157894736836,150147.0
10,2016-03-20,0.000214,-0.027272727272727337,157716.0
11,2016-03-21,0.000212,-0.009345794392523366,103947.0
12,2016-03-22,0.000217,0.023584905660377187,173999.0
13,2016-03-23,0.000212,-0.02304147465437778,155957.0
14,2016-03-24,0.000213,0.004716981132075526,170035.0
15,2016-03-25,0.000214,0.0046948356807512415,107350.0
16,2016-03-26,0.000213,-0.004672897196261627,88578.0
17,2016-03-27,0.000216,0.014084507042253502,152500.0
18,2016-03-28,0.000215,-0.00462962962962965,142163.0
19,2016-03-29,0.000254,0.1813953488372093,1369190.0
20,2016-03-30,0.000234,-0.07874015748031493,587060.0
21,2016-03-31,0.000233,-0.004273504273504258,256164.0
22,2016-04-01,0.000224,-0.03862660944206009,151122.0
23,2016-04-02,0.000226,0.008928571428571397,126287.0
24,2016-04-03,0.000221,-0.022123893805309658,143700.0
25,2016-04-04,0.00022,-0.004524886877828038,100592.0
26,2016-04-05,0.000214,-0.027272727272727337,164210.0
27,2016-04-06,0.000216,0.009345794392523255,127899.0
28,2016-04-07,0.000212,-0.01851851851851849,125769.0
29,2016-04-08,0.000211,-0.004716981132075415,149434.0
30,2016-04-09,0.000208,-0.014218009478673022,95135.0
31,2016-04-10,0.000204,-0.019230769230769162,254353.0
32,2016-04-11,0.000214,0.0490196078431373,173354.0
33,2016-04-12,0.000229,0.07009345794392519,345682.0
34,2016-04-13,0.000234,0.02183406113537112,292317.0
35,2016-04-14,0.00023,-0.017094017094017033,184092.0
36,2016-04-15,0.000233,0.01304347826086949,131113.0
37,2016-04-16,0.00023,-0.012875536480686622,76420.0
38,2016-04-17,0.000226,-0.01739130434782621,81586.0
39,2016-04-18,0.000225,-0.004424778761061954,136890.0
40,2016-04-19,0.000222,-0.013333333333333308,106188.0
41,2016-04-20,0.000226,0.018018018018018056,108274.0
42,2016-04-21,0.000226,0.0,108092.0
43,2016-04-22,0.000224,-0.008849557522123908,54838.0
44,2016-04-23,0.000224,0.0,100389.0
45,2016-04-24,0.000227,0.013392857142857206,144668.0
46,2016-04-25,0.000227,0.0,200268.0
47,2016-04-26,0.00023,0.013215859030837107,154354.0
48,2016-04-27,0.000224,-0.026086956521739202,164060.0
49,2016-04-28,0.000228,0.017857142857143016,131177.0
50,2016-04-29,0.000226,-0.008771929824561542,95090.0
51,2016-04-30,0.000226,0.0,78880.0
52,2016-05-01,0.000226,0.0,57744.0
53,2016-05-02,0.000229,0.013274336283185972,93859.0
54,2016-05-03,0.000228,-0.004366812227074246,95401.0
55,2016-05-04,0.000225,-0.013157894736842146,71239.0
