,Date,close,pct_chng,vol
0,2017-07-01,1.00669,1.6920402507226648,13613000.0
1,2017-07-02,2.71005,1.6920402507226648,320452000.0
2,2017-07-03,4.08664,0.5079574177598201,414950016.0
3,2017-07-04,3.372,-0.17487226670320855,218559008.0
4,2017-07-05,3.00323,-0.10936239620403321,124339000.0
5,2017-07-06,3.36133,0.11923828677790249,177463008.0
6,2017-07-07,2.80111,-0.16666617083118884,96596496.0
7,2017-07-08,2.5869,-0.07647325524524207,151162000.0
8,2017-07-09,2.29223,-0.1139085391781669,87525104.0
9,2017-07-10,1.83264,-0.2004990773177211,79608800.0
10,2017-07-11,1.65582,-0.09648376113148238,111023000.0
11,2017-07-12,2.07328,0.25211677597806514,104621000.0
12,2017-07-13,1.74077,-0.16037872356845195,51203900.0
13,2017-07-14,1.54553,-0.11215726373960944,41025200.0
14,2017-07-15,1.30281,-0.1570464500850841,34208800.0
15,2017-07-16,1.25408,-0.037403765706434555,30802800.0
16,2017-07-17,1.54008,0.22805562643531507,62295100.0
17,2017-07-18,1.69686,0.1017999064983639,58108000.0
18,2017-07-19,1.55876,-0.08138561814174428,55057600.0
19,2017-07-20,1.74492,0.11942826349149338,45949800.0
20,2017-07-21,1.81987,0.04295325860211352,58164900.0
21,2017-07-22,1.95842,0.07613181161291727,41809000.0
22,2017-07-23,1.86508,-0.04766086947641468,60205000.0
23,2017-07-24,1.87425,0.0049166791773005425,36585400.0
24,2017-07-25,1.64807,-0.12067760437508335,42547000.0
25,2017-07-26,1.73581,0.053238029938048825,48693200.0
26,2017-07-27,1.95256,0.1248696573933783,69371696.0
27,2017-07-28,1.84593,-0.054610357684270916,64730400.0
28,2017-07-29,1.83308,-0.006961260719528961,44021100.0
29,2017-07-30,1.7822,-0.02775656272503113,27580200.0
30,2017-07-31,1.73964,-0.023880597014925287,29657700.0
31,2017-08-01,1.78116,0.023867006966958648,39175500.0
32,2017-08-02,1.77841,-0.0015439376586044995,28880800.0
33,2017-08-03,1.80398,0.014378011819546677,25878000.0
34,2017-08-04,1.80539,0.000781605117573525,34183300.0
35,2017-08-05,1.90932,0.057566509175302816,52324800.0
36,2017-08-06,1.73534,-0.09112144637881536,38436700.0
37,2017-08-07,1.80853,0.04217617296898579,46022400.0
38,2017-08-08,1.8811,0.040126511586758395,76270800.0
39,2017-08-09,1.82856,-0.027930466216575467,36813700.0
40,2017-08-10,1.82522,-0.001826573916086871,43519300.0
41,2017-08-11,1.78599,-0.021493299437876034,49178400.0
42,2017-08-12,1.66904,-0.06548188959624623,38131800.0
43,2017-08-13,1.61649,-0.03148516512486221,40514200.0
44,2017-08-14,1.6582,0.02580281968957432,39205300.0
45,2017-08-15,1.64659,-0.007001567965263522,58304700.0
46,2017-08-16,1.5979,-0.029570202661257428,24022000.0
47,2017-08-17,1.54645,-0.032198510545090375,25713300.0
48,2017-08-18,1.42195,-0.08050696757088815,26841700.0
49,2017-08-19,1.4045,-0.01227188016456271,24769900.0
50,2017-08-20,1.37036,-0.024307582769668934,15673200.0
51,2017-08-21,1.34083,-0.021549081993052943,20152300.0
52,2017-08-22,1.2845,-0.0420112915134655,23774300.0
53,2017-08-23,1.41093,0.09842740365901137,36567800.0
54,2017-08-24,1.38037,-0.021659472829977378,18034600.0
55,2017-08-25,1.37847,-0.001376442548012502,20444500.0
56,2017-08-26,1.36088,-0.012760524349459956,16466000.0
57,2017-08-27,1.34782,-0.009596731526659297,18124100.0
58,2017-08-28,1.33654,-0.00836907005386478,18414400.0
59,2017-08-29,1.3107,-0.01933350292546432,18993200.0
60,2017-08-30,1.22781,-0.0632410162508582,24068700.0
61,2017-08-31,1.29717,0.05649082512766612,22926100.0
62,2017-09-01,1.30094,0.002906326849988927,25853000.0
63,2017-09-02,1.23382,-0.051593463188156274,38741300.0
64,2017-09-03,1.25171,0.014499683908511862,22618600.0
65,2017-09-04,0.850526,-0.3205087440381559,43045400.0
66,2017-09-05,0.883708,0.03901350458422215,30273900.0
67,2017-09-06,0.914359,0.034684533805284135,26208300.0
68,2017-09-07,0.977272,0.06880557855284408,22912100.0
69,2017-09-08,0.832764,-0.14786876120465953,18650200.0
70,2017-09-09,0.791608,-0.04942096440288002,10281100.0
